index_x,statefips,countyfips,avghouseholdsize,geography,index_y,avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,percentmarried,pctnohs18_24,pcths18_24,pctsomecol18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate,state
239,6,107,3.36,"Tulare County, California",1038,1436.0,564,155.2,391.5,42360,459863,28.1,0.0,"(40362.7, 42724.4]",30.3,29.6,30.9,47.5,21.1,33.5,,3.3,25.2,9.5,52.5,12.0,43.1,35.2,31.6,46.3,35.0,80.86791048,1.728068224,3.397770647,9.105505547,52.4099723,6.825864335,California
240,6,109,2.28,"Tuolumne County, California",1039,412.0,142,159.9,490.8,49476,53709,14.3,18.61885345,"(48021.6, 51046.4]",48.6,46.4,51.1,51.8,16.7,28.6,,3.5,29.7,13.7,42.3,12.9,64.0,,36.3,46.2,21.3,88.05636199,1.832504299,1.377614231,3.08437656,50.57606289,3.962223187,California
241,6,111,3.08,"Ventura County, California",1040,3629.0,1234,146.1,432.7,74967,850536,11.5,43.50197993,"(61494.5, 125635]",37.1,35.8,38.4,50.6,13.7,27.4,,7.9,19.0,20.0,60.4,8.6,66.8,55.8,47.3,29.1,17.1,78.82112144,1.7914377769999998,7.077267424,7.154571716,55.71050939,5.34009399,California
242,6,113,2.77,"Yolo County, California",1042,760.0,282,158.9,428.2,54509,213016,19.5,117.3620761,"(51046.4, 54545.6]",30.9,30.5,31.4,43.1,6.0,23.9,56.7,13.3,19.7,19.7,55.4,9.0,70.5,,49.3,27.6,16.2,66.08576114,2.609010226,13.66197183,10.78188308,46.42554551,4.109357003,California
243,6,115,2.87,"Yuba County, California",1043,291.0,116,182.8,444.6,41403,74492,21.6,255.0609461,"(40362.7, 42724.4]",32.1,31.0,33.2,49.5,15.2,35.5,43.7,5.6,25.0,9.9,46.4,14.8,52.1,,30.7,44.9,29.8,70.08728570000001,3.344363196,7.1857510520000005,10.01947247,50.52309161,7.98203179,California
308,9,1,2.76,"Fairfield County, Connecticut",1408,5047.0,1524,142.0,489.0,85336,948053,9.0,146.6162757,"(61494.5, 125635]",39.7,38.1,41.1,50.8,14.8,27.7,,17.4,22.6,25.7,62.4,9.0,71.9,59.9,52.7,27.3,15.7,73.91591125,11.24307567,5.042431618,6.946614992000001,53.23821488,4.6466817030000005,Connecticut
309,9,3,2.51,"Hartford County, Connecticut",1409,5129.0,1741,157.5,486.8,65809,895841,12.2,222.1376338,"(61494.5, 125635]",40.1,38.2,41.7,46.8,14.0,26.6,,14.2,27.1,20.5,60.7,9.3,71.3,58.1,53.3,33.4,19.5,72.63181718,13.39795282,4.791051382,5.702146067,46.28481184,5.248472648,Connecticut
310,9,5,2.46,"Litchfield County, Connecticut",1410,1190.0,389,151.2,480.9,73413,183603,7.7,92.59107967,"(61494.5, 125635]",46.0,44.8,47.1,53.8,11.7,33.4,,13.7,29.3,19.5,63.8,7.1,75.8,,54.2,30.7,15.5,93.51382686,1.517412401,1.808871522,1.281776022,53.68635766,3.812301967,Connecticut
311,9,7,2.4,"Middlesex County, Connecticut",1411,1021.0,339,154.9,488.8,76365,164063,7.9,115.8091709,"(61494.5, 125635]",44.2,43.1,45.5,52.2,9.2,31.0,,11.7,26.8,22.2,64.2,6.0,80.1,65.4,59.3,27.2,12.7,88.98798172,5.07553053,2.759664578,0.931190022,52.46457038,4.041212898,Connecticut
312,9,9,2.56,"New Haven County, Connecticut",1412,5021.0,1788,169.0,500.1,60387,859470,13.0,250.1541648,"(54545.6, 61494.5]",39.8,38.1,41.1,44.7,12.6,29.9,44.0,13.5,30.2,18.4,59.9,9.5,69.1,56.4,50.8,34.3,20.6,75.01240977,12.84109466,3.895391453,5.554589063,45.04306379,4.240824844,Connecticut
313,9,11,2.45,"New London County, Connecticut",1413,1573.0,534,162.6,490.4,65813,271863,11.1,367.8323273,"(61494.5, 125635]",40.7,38.7,42.5,48.7,8.7,37.2,,10.8,31.2,17.7,59.5,8.3,74.1,,49.9,33.7,17.5,81.46860186,5.61707268,4.157622124,3.186119296,48.23231138,4.5783516660000005,Connecticut
314,9,13,2.49,"Tolland County, Connecticut",1414,754.0,239,152.3,471.5,78653,151420,7.5,6.604147405,"(61494.5, 125635]",38.1,36.5,39.6,46.8,5.1,21.1,,8.3,27.4,21.4,63.1,6.8,81.8,68.9,63.2,24.6,11.8,89.16273988,3.127385685,3.936215021,1.3688893569999998,53.2505921,2.555885972,Connecticut
315,9,15,2.53,"Windham County, Connecticut",1415,569.0,229,172.2,431.4,57547,116573,10.3,0.0,"(54545.6, 61494.5]",40.4,39.2,41.6,46.9,9.1,29.0,,7.3,34.3,13.9,61.5,9.3,68.9,55.1,50.9,36.2,21.0,90.30901507,2.230356687,1.230101302,2.414233421,48.29027012,3.936336507,Connecticut
320,12,1,2.46,"Alachua County, Florida",1422,1031.0,426,182.4,447.8,44325,259964,21.6,115.4005939,"(42724.4, 45201]",30.8,29.9,31.8,37.7,5.5,13.7,,14.7,21.5,21.5,54.6,7.9,71.3,,47.3,25.2,13.2,69.86602049999999,19.89630947,5.656562478,0.946825166,38.96880138,3.204859373,Florida
321,12,3,3.0,"Baker County, Florida",1423,131.0,56,206.1,475.3,47121,27420,19.6,0.0,"(45201, 48021.6]",36.6,35.5,38.0,47.9,17.9,51.7,,7.6,43.8,7.5,48.2,8.9,64.3,52.1,46.1,32.6,19.4,83.46784596,14.51262207,0.597014925,0.814446287,56.27056673,5.915444937,Florida
322,12,5,2.54,"Bay County, Florida",1424,1003.0,395,191.5,501.1,44800,181635,15.6,16.51664052,"(42724.4, 45201]",39.8,38.3,41.0,49.0,19.6,32.1,,6.8,30.6,14.4,55.1,8.6,60.6,,32.1,36.3,19.6,82.06874134,10.76742343,2.033612199,0.616470776,47.33223403,5.729334092,Florida
323,12,7,2.72,"Bradford County, Florida",1425,147.0,72,209.9,434.4,39980,26928,22.6,0.0,"(37413.8, 40362.7]",39.6,36.8,44.9,39.5,27.5,32.8,,6.3,37.0,7.8,41.0,12.4,57.4,,35.4,38.7,20.6,77.59247695,20.04554972,0.404070088,0.139587849,45.24515393,2.467138524,Florida
324,12,9,2.46,"Brevard County, Florida",1426,3721.0,1571,181.2,464.8,47973,568088,14.5,51.04842912,"(45201, 48021.6]",46.6,45.1,47.9,48.6,15.3,29.9,,7.9,28.8,16.9,49.6,10.9,64.2,45.5,38.0,38.1,18.3,83.0508444,10.28087523,2.307840987,1.237736885,47.33045769,4.967904974,Florida
325,12,11,2.73,"Broward County, Florida",1427,8954.0,3397,157.6,438.3,51485,1896425,14.5,216.723572,"(51046.4, 54545.6]",40.0,38.6,41.1,43.1,17.1,29.4,44.8,8.7,27.6,19.8,59.8,10.0,58.4,49.6,40.2,29.4,19.1,62.61746183,27.83747624,3.4990060510000003,2.985809092,43.04294896,4.663810807,Florida
326,12,13,2.64,"Calhoun County, Florida",1429,68.0,32,174.7,381.9,35256,14462,22.3,0.0,"(34218.1, 37413.8]",40.5,39.7,42.3,44.6,16.9,45.8,36.6,0.8,37.5,8.2,40.1,10.0,49.0,33.5,28.3,43.5,25.9,81.25213821,13.43140609,0.64317482,1.108450222,49.81187291,4.5,Florida
327,12,15,2.26,"Charlotte County, Florida",1430,1366.0,561,149.8,412.7,43242,173115,11.9,17.32952084,"(42724.4, 45201]",57.3,56.2,58.0,55.8,23.5,37.8,34.0,4.7,34.9,13.1,38.8,10.8,61.1,32.6,25.2,51.0,20.1,90.49902584,5.606123668,1.282399281,0.573038249,53.69071476,4.954881717,Florida
328,12,17,2.25,"Citrus County, Florida",1431,1269.0,557,184.3,452.5,36383,141058,20.1,42.53569454,"(34218.1, 37413.8]",55.4,54.4,56.1,54.6,24.1,42.3,,3.2,38.2,11.1,35.8,13.1,57.6,31.6,24.7,54.3,24.4,93.29127701,2.992395492,1.593939307,0.279977659,51.06536419,3.923080412,Florida
329,12,19,2.84,"Clay County, Florida",1432,935.0,357,182.6,471.3,58539,203967,10.9,88.24956978,"(54545.6, 61494.5]",39.0,37.6,40.0,53.4,16.0,35.4,,5.0,30.7,16.7,55.7,10.7,70.1,54.5,41.7,29.7,14.9,82.00864161,9.763596853,3.1663939780000003,1.06931014,56.88094652,3.920755108,Florida
330,12,21,2.59,"Collier County, Florida",1433,1869.0,756,123.2,346.3,58403,357305,14.3,50.37712878,"(54545.6, 61494.5]",48.5,46.7,50.2,54.4,19.2,38.9,36.1,5.7,26.7,19.8,,7.8,58.6,38.0,28.5,40.8,19.3,87.80061626,6.830142102999999,1.248933569,2.628624033,54.17744518,5.163886194,Florida
331,12,23,2.66,"Columbia County, Florida",1434,376.0,170,203.3,453.7,38484,68348,21.7,73.15503014,"(37413.8, 40362.7]",40.4,38.2,42.8,45.0,24.3,42.9,,1.5,36.1,9.0,46.1,14.8,53.8,39.4,33.2,43.2,25.5,77.20113264,17.92319264,0.800814087,0.95566764,45.64703897,4.905335628,Florida
332,12,27,2.78,"DeSoto County, Florida",1435,176.0,73,160.4,392.9,36945,35458,29.7,0.0,"(34218.1, 37413.8]",40.1,38.4,41.8,44.2,40.4,37.9,,1.6,40.9,6.8,43.2,9.4,39.1,,20.1,47.9,30.9,82.08084218,13.22767972,0.303229682,2.883542638,48.09574657,8.085035152,Florida
333,12,29,2.41,"Dixie County, Florida",1436,103.0,48,195.9,436.6,32121,16203,27.1,0.0,"[22640, 34218.1]",46.9,44.3,49.5,45.8,39.8,33.7,,3.4,41.0,6.1,36.6,7.2,43.8,29.5,24.6,50.4,28.7,88.10515195,8.799950283,0.745758499,0.118078429,47.2318625,5.828779599,Florida
334,12,31,2.58,"Duval County, Florida",1437,4383.0,1638,189.2,504.4,46013,913010,18.2,359.25126780000005,"(45201, 48021.6]",36.0,34.6,37.6,43.2,17.1,32.4,,8.9,28.6,18.7,57.9,10.0,63.5,50.9,41.7,32.0,19.3,61.47665866,29.39720863,4.356256449,1.135545818,41.79490974,5.094111629,Florida
335,12,33,2.53,"Escambia County, Florida",1438,1537.0,662,186.7,444.2,46139,311003,15.3,234.7244239,"(45201, 48021.6]",37.2,34.9,39.6,41.3,12.9,30.9,,6.7,28.9,16.4,52.4,9.4,65.5,48.2,36.3,35.0,18.2,68.96159986,21.60403752,2.893639803,1.201004156,41.92591941,4.387164057,Florida
336,12,35,2.71,"Flagler County, Florida",1440,698.0,300,174.6,444.8,51556,105392,11.6,0.0,"(51046.4, 54545.6]",49.6,48.1,50.5,54.2,21.4,38.6,,2.9,34.7,15.1,43.7,9.3,61.9,41.9,36.5,42.2,17.9,81.41253981,11.21220841,2.366470536,2.779238562,57.66982409,4.063558218,Florida
337,12,37,2.24,"Franklin County, Florida",1441,66.0,34,216.2,412.0,36788,11761,25.3,0.0,"(34218.1, 37413.8]",42.1,39.1,48.7,49.8,37.6,20.3,,1.4,35.4,10.1,43.9,9.4,52.8,34.1,28.7,43.3,20.9,81.99174407,14.55108359,0.7567939459999999,0.4557963539999999,50.50714615,4.934210526,Florida
338,12,39,2.53,"Gadsden County, Florida",1442,224.0,101,184.7,403.4,35849,46036,25.6,0.0,"(34218.1, 37413.8]",40.2,38.8,41.2,39.6,24.7,34.3,,3.7,34.6,10.4,45.1,11.2,53.7,39.2,34.6,40.5,24.8,40.57384112,54.7927796,0.480354989,2.571945545,39.47182268,4.18136909,Florida
339,12,41,2.54,"Gilchrist County, Florida",1443,85.0,48,209.2,383.8,40788,17199,19.8,0.0,"(40362.7, 42724.4]",42.0,36.5,45.8,47.3,39.5,34.9,23.7,2.0,38.8,7.7,44.8,10.4,50.2,37.2,33.3,40.2,22.5,91.59016008,6.10287194,0.476694915,0.258945386,52.06077259,6.283213504,Florida
340,12,43,3.04,"Glades County, Florida",1444,68.0,28,135.3,354.9,38783,13670,21.1,0.0,"(37413.8, 40362.7]",45.3,42.5,48.0,44.3,38.6,23.6,,0.2,44.5,5.8,33.3,12.9,47.1,27.7,24.1,47.5,24.1,79.87492465,13.02742616,0.421940928,1.672694394,51.65816327,1.600365798,Florida
341,12,45,2.52,"Gulf County, Florida",1445,89.0,39,189.1,434.7,38419,15871,23.1,0.0,"(37413.8, 40362.7]",43.3,41.3,46.2,44.8,29.4,34.7,,3.7,34.7,11.5,41.0,10.2,58.7,42.2,34.0,37.2,18.9,77.94741844,17.97275895,1.6724738680000002,0.4117833389999999,50.17760329,4.887361588,Florida
342,12,47,2.35,"Hamilton County, Florida",1446,56.0,32,188.4,336.8,31734,14295,31.7,0.0,"[22640, 34218.1]",40.5,36.1,45.6,39.3,36.9,44.4,18.7,0.0,37.4,7.2,33.1,15.8,49.7,35.3,29.4,47.8,28.4,60.72247308,34.09517193,0.347342827,2.181312956,44.32593857,7.14920071,Florida
343,12,49,3.33,"Hardee County, Florida",1447,119.0,47,161.9,422.3,35371,27502,29.9,0.0,"(34218.1, 37413.8]",34.8,33.2,36.4,43.9,34.8,45.9,,0.9,41.1,7.4,45.3,11.0,36.5,,21.8,48.7,34.9,82.55060434,7.965632736,0.182029999,7.259356342,52.29719086,6.773043626000001,Florida
344,12,51,3.18,"Hendry County, Florida",1448,138.0,60,163.7,370.1,38494,39119,25.3,0.0,"(37413.8, 40362.7]",33.8,32.3,34.8,45.5,30.6,29.9,,1.2,32.2,6.3,51.2,11.9,38.0,31.3,26.7,37.4,27.2,73.78724292,12.00114694,0.980111044,9.162474259,48.00352578,7.09833795,Florida
345,12,53,2.45,"Hernando County, Florida",1449,1300.0,567,178.1,447.5,40094,178439,15.3,16.81246813,"(37413.8, 40362.7]",48.7,46.9,50.0,52.4,14.5,40.5,,4.5,37.5,10.6,40.1,13.7,55.7,,28.9,47.9,25.8,89.94216545,5.380157772,1.088044666,1.210463992,51.03190825,5.381697487,Florida
346,12,55,2.39,"Highlands County, Florida",1451,769.0,335,161.6,413.7,35787,99491,19.5,0.0,"(34218.1, 37413.8]",52.1,50.2,54.0,54.0,33.0,34.0,,1.4,36.3,10.7,37.6,13.3,53.2,27.8,21.6,54.6,25.3,83.03941909,9.559840534,1.504149378,3.765966968,51.71176077,5.119076848,Florida
347,12,57,2.64,"Hillsborough County, Florida",1452,6000.0,2154,168.9,474.5,50758,1349050,16.8,386.938957,"(48021.6, 51046.4]",36.6,35.5,37.6,45.1,16.0,28.6,45.6,9.8,27.3,19.5,58.8,9.0,61.2,,42.8,31.1,19.7,71.13081441,16.63501893,3.691272592,4.938275395,44.25647736,4.752577535,Florida
348,12,59,2.6,"Holmes County, Florida",1453,67.0,50,191.5,259.6,35651,19324,26.7,0.0,"(34218.1, 37413.8]",42.1,40.0,45.1,48.4,28.0,34.5,,4.5,36.9,7.3,38.1,15.4,47.8,33.9,25.4,45.0,26.2,89.05016552,6.9875222820000005,0.371785078,0.621339445,53.30990041,5.39241858,Florida
349,12,61,2.44,"Indian River County, Florida",1454,1056.0,472,167.3,430.4,47548,147919,14.7,27.04182695,"(45201, 48021.6]",50.7,48.7,52.2,51.7,22.4,36.2,36.1,5.3,30.3,16.4,44.2,12.2,59.5,35.6,27.6,45.1,20.6,86.17375723,9.246426722,1.192026094,1.493007434,49.97492434,5.3960741720000005,Florida
351,12,65,2.17,"Jefferson County, Florida",1455,74.0,35,173.5,367.9,40205,14081,18.0,0.0,"(37413.8, 40362.7]",45.3,42.6,48.8,46.3,29.2,24.8,,1.8,31.5,11.9,40.9,9.4,64.3,46.2,40.9,40.6,19.9,60.91703057,36.17410903,0.0,1.676292436,47.51432268,5.135032332,Florida
352,12,67,2.81,"Lafayette County, Florida",1456,34.0,19,208.1,380.1,38071,8663,25.6,0.0,"(37413.8, 40362.7]",36.4,34.5,40.2,43.0,37.1,40.7,,2.1,36.7,7.8,37.6,14.6,51.7,39.0,30.8,36.6,22.6,77.320759,18.13430292,0.068174071,3.033746165,54.47252306,7.845659164,Florida
353,12,69,2.57,"Lake County, Florida",1457,2251.0,879,171.3,474.6,46895,325875,13.8,30.68661297,"(45201, 48021.6]",46.4,45.1,47.6,54.9,21.4,33.3,,6.3,33.5,14.3,47.6,9.7,62.7,43.1,36.6,41.4,20.3,83.35592685,9.76168933,1.777106591,2.179926005,55.18108863,5.546022599,Florida
354,12,71,2.59,"Lee County, Florida",1458,3895.0,1519,142.1,400.1,49147,701982,16.0,279.20943839999995,"(48021.6, 51046.4]",46.9,45.6,48.2,50.4,20.7,32.7,,6.0,31.6,16.2,47.6,10.1,57.6,38.7,31.1,41.4,20.9,84.54122876,8.636004068,1.594003089,3.223113723,50.79532437,4.725806822,Florida
355,12,73,2.43,"Leon County, Florida",1459,950.0,369,155.8,390.5,45463,286272,23.3,38.42499441,"(45201, 48021.6]",30.0,29.1,30.7,37.8,6.7,15.4,,12.9,19.0,25.3,59.7,10.6,74.0,61.8,52.2,24.1,12.8,62.22626705,31.12709408,3.224358521,0.866968262,37.82864464,3.782242355,Florida
356,12,75,2.53,"Levy County, Florida",1461,296.0,139,232.0,496.9,37433,39832,21.2,0.0,"(37413.8, 40362.7]",46.6,45.4,48.0,48.5,22.0,36.1,,2.9,40.9,7.0,44.1,11.1,46.7,30.8,25.0,47.8,26.3,87.34587278,9.148439266,0.4947138439999999,0.323949675,47.36401134,6.101525381,Florida
357,12,77,2.77,"Liberty County, Florida",1462,32.0,17,220.4,391.5,38473,8331,24.7,0.0,"(37413.8, 40362.7]",37.6,36.7,39.4,41.8,27.1,30.9,,5.6,43.5,6.8,39.6,10.2,53.4,41.0,36.1,35.2,20.3,77.97468354,16.52802893,0.807715491,2.688366486,47.55445952,8.315256688,Florida
358,12,79,2.52,"Madison County, Florida",1463,70.0,41,166.9,293.5,33017,18408,27.7,0.0,"[22640, 34218.1]",41.5,39.5,44.2,43.3,33.2,28.6,,0.4,39.0,6.9,40.0,11.8,51.6,32.8,26.2,45.2,24.6,58.04367558,38.71002189,0.240269101,1.083880613,46.93075295,11.91053624,Florida
359,12,81,2.52,"Manatee County, Florida",1464,2013.0,823,146.7,399.1,51673,363369,14.1,19.26416398,"(51046.4, 54545.6]",46.7,45.2,48.2,52.0,20.2,37.9,,6.3,30.7,16.8,49.5,8.6,61.1,,33.2,39.8,19.3,84.61927856,9.281439739,1.835457584,2.572084404,51.46038226,4.574507344,Florida
360,12,83,2.48,"Marion County, Florida",1465,2696.0,1089,183.4,490.1,39860,343254,17.8,107.7918975,"(37413.8, 40362.7]",48.2,46.6,49.6,49.5,23.4,37.4,,4.4,36.6,11.7,41.1,12.0,54.1,33.8,27.3,47.9,25.2,81.68230848,12.91466134,1.502029328,1.2939007340000002,49.44098815,5.222619682,Florida
361,12,85,2.39,"Martin County, Florida",1466,1068.0,446,146.5,409.8,55472,156283,12.1,102.3783777,"(54545.6, 61494.5]",50.7,49.0,52.4,51.1,18.6,32.9,,8.0,26.1,19.8,47.3,9.7,64.9,43.8,34.2,40.6,17.8,87.11028723,5.595503543,1.114218991,4.081511485,50.7538094,5.3549237430000005,Florida
362,12,86,3.08,"Miami-Dade County, Florida",1467,11495.0,4052,137.3,408.0,42754,2693117,20.4,164.8647274,"(42724.4, 45201]",39.0,37.5,40.5,40.7,15.4,29.1,46.9,8.6,28.5,17.1,56.0,10.0,46.4,41.2,32.5,32.0,21.8,75.75059434,18.6422952,1.58659847,2.425501375,43.27147205,4.3722279980000005,Florida
363,12,87,2.55,"Monroe County, Florida",1468,420.0,181,168.5,394.6,57411,77482,14.0,25.81244676,"(54545.6, 61494.5]",46.8,46.5,47.1,45.8,15.0,32.8,,6.6,27.9,19.2,58.5,6.0,59.2,43.5,29.6,31.5,15.2,89.10027536,6.54800332,1.013161882,1.082989684,46.08439986,4.966521485,Florida
364,12,89,2.66,"Nassau County, Florida",1469,466.0,171,176.3,490.1,56728,78444,11.7,12.74794758,"(54545.6, 61494.5]",44.2,43.3,45.1,54.5,17.5,40.1,,5.3,35.5,15.1,50.9,9.8,66.2,49.1,38.9,33.7,16.0,90.39008962,6.425935687999999,0.882973115,0.4217185029999999,55.87154667,6.279473815,Florida
365,12,91,2.5,"Okaloosa County, Florida",1470,879.0,380,182.8,430.2,55952,198664,12.4,5.033624612,"(54545.6, 61494.5]",36.8,35.0,38.8,51.6,13.3,32.7,46.4,7.6,26.2,17.8,,6.9,69.8,,27.4,31.1,14.0,79.33280274,9.144961688,2.93231792,2.908389124,49.7916778,5.7172295360000005,Florida
366,12,93,2.77,"Okeechobee County, Florida",1472,216.0,101,203.3,440.9,37065,39469,25.9,0.0,"(34218.1, 37413.8]",39.9,39.2,41.2,45.8,36.9,35.2,25.5,2.4,37.0,7.0,42.0,11.8,43.9,30.0,25.3,46.5,29.2,85.42860782,9.007769711,0.96802955,2.741052095,48.67392304,4.691483937,Florida
367,12,95,2.75,"Orange County, Florida",1473,4568.0,1645,161.7,440.7,47069,1288126,18.2,271.7125499,"(45201, 48021.6]",34.4,33.4,35.3,42.8,11.9,25.1,,10.6,26.1,20.8,61.6,9.1,60.3,51.6,44.5,26.9,17.6,64.47102167,20.80926643,5.192105377,6.222178466,43.90160228,4.907650931,Florida
368,12,97,3.23,"Osceola County, Florida",1474,1081.0,413,155.6,407.5,42945,323993,19.3,33.9513508,"(42724.4, 45201]",35.7,34.2,37.2,46.4,19.4,33.1,,6.6,34.3,12.7,56.2,9.8,51.9,,36.5,34.0,23.1,75.69548309999999,11.32083624,2.6227274240000003,6.5496726160000005,51.46743486,5.718663567999999,Florida
369,12,99,2.54,"Palm Beach County, Florida",1475,8287.0,3265,144.3,422.3,52225,1422789,14.9,151.11165459999998,"(51046.4, 54545.6]",44.1,42.3,45.8,46.9,17.7,28.9,,8.8,25.5,21.1,54.3,9.5,60.5,45.8,36.5,35.5,19.5,74.98799686,17.97243412,2.503905553,2.180944963,45.443271200000005,5.134424767,Florida
370,12,101,2.53,"Pasco County, Florida",1476,3154.0,1281,176.4,470.7,45219,497909,14.7,62.26037288,"(45201, 48021.6]",44.4,43.3,45.5,51.1,16.3,37.0,,5.4,33.7,14.2,47.8,9.4,61.0,45.0,37.9,39.4,21.0,88.67778872,5.070229173,2.309258734,1.084525379,50.5624792,4.73813501,Florida
371,12,103,2.27,"Pinellas County, Florida",1477,5978.0,2528,165.0,430.8,45162,949827,15.2,184.2440781,"(42724.4, 45201]",47.1,45.6,48.5,44.2,16.2,32.4,,8.2,29.5,18.8,,8.4,61.3,46.5,38.5,37.1,20.0,82.64219084,10.32049101,3.170341297,0.998843772,40.13853119,4.507693163,Florida
372,12,105,2.77,"Polk County, Florida",1478,3846.0,1386,168.1,490.2,42768,650092,18.1,66.14448417,"(42724.4, 45201]",40.3,39.1,41.6,48.3,21.9,35.1,,4.5,36.2,12.8,49.2,10.6,55.7,42.0,35.9,40.2,24.1,78.76957152,15.07748821,1.6721559469999998,1.825345154,50.30287152,5.501541209,Florida
373,12,107,2.57,"Putnam County, Florida",1479,505.0,226,211.6,488.3,32054,72023,28.5,97.19117504,"[22640, 34218.1]",44.1,43.0,45.6,44.9,22.8,43.8,,0.6,38.8,7.7,41.3,12.6,45.1,30.2,24.2,47.8,28.5,77.76081215,16.46445472,0.605260262,2.865357104,43.61160279,4.330954196,Florida
374,12,109,2.62,"St. Johns County, Florida",1480,1072.0,381,149.9,441.8,66560,226640,8.2,30.88598659,"(61494.5, 125635]",42.7,41.8,43.8,55.4,12.7,31.9,46.0,9.4,21.2,27.6,56.8,6.7,75.5,60.0,49.2,27.5,11.9,89.31518563,5.399653197999999,2.267037222,0.508800684,57.17801166,3.253269113,Florida
375,12,111,2.64,"St. Lucie County, Florida",1481,1630.0,692,162.4,414.6,42722,298563,17.3,110.529436,"(40362.7, 42724.4]",43.9,42.6,45.0,49.1,21.8,32.6,,4.7,33.4,12.8,48.0,12.4,53.6,37.7,31.6,42.8,24.5,73.16305909999998,19.29994514,1.760032777,3.082227454,49.87210143,5.736951023,Florida
376,12,113,2.65,"Santa Rosa County, Florida",1483,708.0,314,190.7,426.5,58587,167040,11.2,0.0,"(54545.6, 61494.5]",39.5,38.0,41.2,54.8,16.2,37.6,,7.5,28.0,17.9,52.5,7.9,70.5,52.7,38.6,30.5,14.6,85.85898734,5.729687432,1.944466871,1.448258302,58.13925734,5.465692312000001,Florida
377,12,115,2.21,"Sarasota County, Florida",1484,3000.0,1247,146.4,410.8,52109,405549,10.8,199.7292559,"(51046.4, 54545.6]",54.0,52.2,55.5,53.5,14.6,38.9,,6.4,30.2,19.3,45.6,8.2,66.2,41.1,30.9,43.9,17.2,91.17611048,4.713573684,1.4631234730000002,0.7693131790000001,49.33984074,3.94772339,Florida
